product_id,category_id,name,description,old_price,price,is_active,image_url,is_new,created_at,updated_at
66,14,"Pizza 5 Cheese",,39000.000,39000.000,1,https://netbrew.s3.ap-southeast-1.amazonaws.com/upload/products/PIZZA/Pizza5Cheese.png,1,"2025-11-29 02:44:38","2025-11-29 02:44:38"
67,14,"Pizza Pepperoni",,39000.000,39000.000,1,https://netbrew.s3.ap-southeast-1.amazonaws.com/upload/products/PIZZA/PizzaPepperoni.png,1,"2025-11-29 02:44:38","2025-11-29 02:44:38"
68,14,"Pizza Xốt Bò Bằm",,39000.000,39000.000,1,https://netbrew.s3.ap-southeast-1.amazonaws.com/upload/products/PIZZA/PizzaXotBoBam.png,1,"2025-11-29 02:44:38","2025-11-29 02:44:38"
69,15,"Salad Cải Xoăn Xốt Yuzu",,49000.000,49000.000,1,https://netbrew.s3.ap-southeast-1.amazonaws.com/upload/products/SALAD/SaladCaiXoanXotYuzu.png,1,"2025-11-29 02:44:38","2025-11-29 02:44:38"
70,15,"Salad Rau Rocket và Hạt",,49000.000,49000.000,1,https://netbrew.s3.ap-southeast-1.amazonaws.com/upload/products/SALAD/SaladRauRocketVaHat.png,1,"2025-11-29 02:44:38","2025-11-29 02:44:38"
71,16,"Kem Cheese",,10000.000,10000.000,1,https://netbrew.s3.ap-southeast-1.amazonaws.com/upload/products/TOPPING/KemCheese.png,1,"2025-11-29 02:44:38","2025-11-29 02:44:38"
72,16,"Khúc Bạch Khoai Môn",,10000.000,10000.000,1,https://netbrew.s3.ap-southeast-1.amazonaws.com/upload/products/TOPPING/KhucBachKhoaiMon.png,1,"2025-11-29 02:44:38","2025-11-29 02:44:38"
73,16,"Khúc Bạch Trứng Tươi",,10000.000,10000.000,1,https://netbrew.s3.ap-southeast-1.amazonaws.com/upload/products/TOPPING/KhucBachTrungTuoi.png,1,"2025-11-29 02:44:38","2025-11-29 02:44:38"
74,16,"Sương Sáo Đen",,10000.000,10000.000,1,https://netbrew.s3.ap-southeast-1.amazonaws.com/upload/products/TOPPING/SuongSaoDen.png,1,"2025-11-29 02:44:38","2025-11-29 02:44:38"
75,16,"Sương Sáo Hạt Chia",,10000.000,10000.000,1,https://netbrew.s3.ap-southeast-1.amazonaws.com/upload/products/TOPPING/SuongSaoHatChia.png,1,"2025-11-29 02:44:38","2025-11-29 02:44:38"
76,16,"Thạch Củ Năng",,10000.000,10000.000,1,https://netbrew.s3.ap-southeast-1.amazonaws.com/upload/products/TOPPING/ThachCuNang.png,1,"2025-11-29 02:44:38","2025-11-29 02:44:38"
77,16,"Thạch Lá Dứa",,10000.000,10000.000,1,https://netbrew.s3.ap-southeast-1.amazonaws.com/upload/products/TOPPING/ThachLaDua.png,1,"2025-11-29 02:44:38","2025-11-29 02:44:38"
78,16,"Thạch Nha Đam",,10000.000,10000.000,1,https://netbrew.s3.ap-southeast-1.amazonaws.com/upload/products/TOPPING/ThachNhaDam.png,1,"2025-11-29 02:44:38","2025-11-29 02:44:38"
79,16,"Trân Châu Đen",,10000.000,10000.000,1,https://netbrew.s3.ap-southeast-1.amazonaws.com/upload/products/TOPPING/TranChauDen.png,1,"2025-11-29 02:44:38","2025-11-29 02:44:38"
80,16,"Trân Châu Lá Dứa",,10000.000,10000.000,1,https://netbrew.s3.ap-southeast-1.amazonaws.com/upload/products/TOPPING/TranChauLaDua.png,1,"2025-11-29 02:44:38","2025-11-29 02:44:38"
81,16,"Trân Châu Tuyết Trắng",,10000.000,10000.000,1,https://netbrew.s3.ap-southeast-1.amazonaws.com/upload/products/TOPPING/TranChauTuyetTrang.png,1,"2025-11-29 02:44:38","2025-11-29 02:44:38"
